id,Sentence,Sentiment
2373,finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsfrbindelsen bridge in gothenburg in sweden,positive
2374,cymed s net sales are expected to amount to eur 35 mn in 2006,neutral
2375,any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral
2376,finnish energy company fortum oyj said on november 13 2007 it was granted an environmental permit to build a biofuelfired combined heat and power chp plant in vartan harbor in eastern stockholm,positive
2377,on dec 1 grimaldi acquired 15 million shares and a 501percent stake in finnlines,neutral
2378,asian traffic declined by 34 per cent,neutral
2379,reczakaria monday bulls are out stock ticker michael james ent other picks sbux gvp nke,positive
2380,tsla to recall 2700 model x suvs for seatbelt fix,negative
2381,ahlstrom corporation stock exchange announcement 2342007 ahlstrom corporation will publish its first quarter financial results 2007 on friday april 27 2007 approximately at 830 am finnish time,neutral
2382,the repurchases shall decrease the distributable capital and reserves,negative
2383,the huge bridge girders will be delivered to the site from our plant in ylivieska finland,neutral
2384,added long at friday close spy labu blue amzn,positive
2385,the company s transportation business is conducted through florida rock tank lines which is a southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities,neutral
2386,ino back in this am small post,positive
2387,when this information was released on 5 september 2008 nokia s american depositary shares fell by 8,negative
2388,bxs bancorpsouth announces extension of merger agreements with httpstkscos2pdf,positive
2389,the company specialises in temporary electrification and heating at construction sites,neutral
2390,yit kausta will build commercial and residential highrises in virsuliskes area,neutral
2391,intercontinental hotels group share price climbs on 15bn special dividend,positive
2392,travel expenses would be reimbursed in accordance with the travel policy of the company,neutral
2393,operating result including nonrecurring items rose to eur 146mn from a loss of eur 267mn in 2009,positive
2394,in lithuania operating profit rose to eur 190000 from eur 70000 in the corresponding period in 2005,positive
2395,the company will enhance the gprs capability in the existing 12 idea telecom service areas and add 10 more service areas to its network,positive
2396,ap caterpillar posts 60 percent jump in 4q profit on steep global sales increase tops wall st view cat,positive
2397,21 december 2010 finnish industrial machinery company wartsila oyj abp hel wrt1v said yesterday it had won an order to design a liquefied natural gas lng powered platform supply vessel psv for norwegian oil service provider eidesvik offshore asa osl eiof,positive
2398,however he expects banks to provide alternative financing,positive
2399,russian media ventures minority shareholder peter hervy denied the plans to sell ova press the daily said,neutral
2400,sheryl sandberg sells 109000 shares of facebook inc fb stock httpstco3vxt7amnpk via ratingsnetwork,negative
2401,the company operates through four principal divisions consumer packaging office papers speciality papers as well as market pulp and energy,neutral
2402,hobby hall s sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales,negative
2403,tullow oil suspends dividend amid oil price fall,negative
2404,finnish meat company atria can no longer promise a sufficient amount of domestic beef to its customers,neutral
2405,isolationism another sell rating sell ratings on spy qqq iwm and several companies httpstco6nkwecrba5 aapl axp bac blue fxe,negative
2406,finnish software and hardware developer elektrobit oyj hel ebg1v or eb said today it will temporarily lay off up to 200 people for a maximum of 90 day in finland aiming to achieve cost savings of eur 17 million usd 2m in the second half of 2010,negative
2407,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems,neutral
2408,we aim to ensure that vacon is in good shape when capital expenditure starts to pick up again comments vacon plc president and ceo vesa laisi,positive
2409,net sales for the period are expected to fall well below that of last year and the result after nonrecurring items is expected to be in the red,negative
2410,the value of the order is around eur 100 million,neutral
2411,industry investment is very interested in glaston s solar energy projects,positive
2412,fb big money is pouring into facebook from all directionshttpstkscosowg,positive
2413,sales of midstrength beer decreased by 40,neutral
2414,spy httpstksco1mir were holding above wednesday and thursday closes im leaning bullish small postions waiting,positive
2415,short more faz for all who dont know that means markets will tank now p,negative
2416,the sales of the tiimari segment fell by 40 yearonyear to eur3 3 m in june 2010,negative
2417,following the issue the new shares will constitute 10 percent of the firm s capital,neutral
2418,the current reference grade instruments are challenging to operate due to their high price and complexity for routine use,negative
2419,city24 users can search for homes and properties in all areas where city24 is active even outside their own country,neutral
2420,astrazenecas patent on asthma drug invalidated by us court,negative
2421,finnish shipping company finnlines pretax loss totalled eur 65 mn in the third quarter of 2009 compared to a profit of eur 03 mn in the third quarter of 2008,neutral
2422,sales by seppala diminished by 6 per cent,negative
2423,food sales totalled eur 3235 mn in october 2009 representing a decrease of 55 from october 2008,neutral
